product_id,name,brand_id,category_id,description
421,Stylish T-Shirts 421,7,18,High-quality Jackets for everyday wear.
422,Cool Shoes 422,4,2,High-quality Jackets for everyday wear.
423,Cool Jeans 423,4,11,High-quality Jeans for everyday wear.
424,Classic Shoes 424,1,9,High-quality T-Shirts for everyday wear.
425,Trendy Dresses 425,6,2,High-quality Jackets for everyday wear.
426,Trendy Shirts 426,2,3,High-quality Shirts for everyday wear.
427,Classic Jackets 427,1,11,High-quality Jackets for everyday wear.
428,Classic Jeans 428,1,9,High-quality Jackets for everyday wear.
429,Cool Dresses 429,8,3,High-quality Jackets for everyday wear.
430,Cool Jackets 430,1,2,High-quality Jackets for everyday wear.
431,Cool Shirts 431,3,8,High-quality Shirts for everyday wear.
432,Trendy Shoes 432,7,11,High-quality Dresses for everyday wear.
433,Elegant T-Shirts 433,5,10,High-quality Shoes for everyday wear.
434,Trendy T-Shirts 434,5,17,High-quality Dresses for everyday wear.
435,Stylish Dresses 435,6,11,High-quality Shoes for everyday wear.
436,Cool Shoes 436,8,6,High-quality Jeans for everyday wear.
437,Stylish Shirts 437,3,11,High-quality T-Shirts for everyday wear.
438,Elegant Shoes 438,6,10,High-quality Jeans for everyday wear.
439,Classic T-Shirts 439,4,4,High-quality Dresses for everyday wear.
440,Elegant T-Shirts 440,6,14,High-quality T-Shirts for everyday wear.
441,Classic T-Shirts 441,7,12,High-quality Shoes for everyday wear.
442,Cool Dresses 442,8,11,High-quality Shirts for everyday wear.
443,Elegant T-Shirts 443,3,8,High-quality Dresses for everyday wear.
444,Trendy Dresses 444,8,15,High-quality T-Shirts for everyday wear.
445,Stylish Jackets 445,1,1,High-quality Shirts for everyday wear.
446,Cool T-Shirts 446,3,5,High-quality Shoes for everyday wear.
447,Cool Dresses 447,1,10,High-quality Shirts for everyday wear.
448,Elegant Shirts 448,6,9,High-quality Jeans for everyday wear.
449,Stylish Shirts 449,4,9,High-quality Jeans for everyday wear.
450,Classic Shoes 450,4,4,High-quality Shoes for everyday wear.
451,Classic Jeans 451,4,1,High-quality Shoes for everyday wear.
452,Stylish Shoes 452,1,16,High-quality Shirts for everyday wear.
453,Stylish Dresses 453,6,8,High-quality Shoes for everyday wear.
454,Trendy Jeans 454,5,12,High-quality T-Shirts for everyday wear.
455,Classic Shoes 455,5,17,High-quality Dresses for everyday wear.
456,Elegant Jeans 456,3,1,High-quality T-Shirts for everyday wear.
457,Classic Jeans 457,1,13,High-quality Shirts for everyday wear.
458,Stylish T-Shirts 458,8,1,High-quality Shirts for everyday wear.
459,Trendy Dresses 459,3,11,High-quality Shoes for everyday wear.
460,Classic Jeans 460,8,2,High-quality T-Shirts for everyday wear.
461,Cool Jeans 461,7,10,High-quality Shirts for everyday wear.
462,Trendy T-Shirts 462,5,15,High-quality Jackets for everyday wear.
463,Classic Jeans 463,2,1,High-quality Shirts for everyday wear.
464,Trendy Shoes 464,6,18,High-quality Shoes for everyday wear.
465,Trendy Jackets 465,4,5,High-quality Jackets for everyday wear.
466,Cool Jackets 466,2,14,High-quality T-Shirts for everyday wear.
467,Classic Shirts 467,7,4,High-quality T-Shirts for everyday wear.
468,Elegant Dresses 468,1,3,High-quality Jeans for everyday wear.
469,Trendy Jackets 469,8,5,High-quality Dresses for everyday wear.
470,Classic Dresses 470,3,18,High-quality Dresses for everyday wear.
471,Classic T-Shirts 471,7,16,High-quality Shirts for everyday wear.
472,Cool Dresses 472,3,10,High-quality Shoes for everyday wear.
473,Stylish Dresses 473,2,7,High-quality Jeans for everyday wear.
474,Classic Shoes 474,1,12,High-quality Dresses for everyday wear.
475,Elegant T-Shirts 475,7,1,High-quality Shirts for everyday wear.
476,Stylish Jackets 476,1,5,High-quality Jackets for everyday wear.
477,Stylish Shirts 477,7,1,High-quality T-Shirts for everyday wear.
478,Stylish Shirts 478,1,18,High-quality Shoes for everyday wear.
479,Trendy T-Shirts 479,1,2,High-quality Jeans for everyday wear.
480,Elegant Shoes 480,6,8,High-quality Shirts for everyday wear.
481,Stylish Shirts 481,7,18,High-quality T-Shirts for everyday wear.
482,Stylish T-Shirts 482,4,15,High-quality Jackets for everyday wear.
483,Stylish Dresses 483,5,9,High-quality T-Shirts for everyday wear.
484,Elegant Shoes 484,3,15,High-quality Jackets for everyday wear.
485,Trendy Shoes 485,4,4,High-quality T-Shirts for everyday wear.
486,Classic T-Shirts 486,5,3,High-quality Dresses for everyday wear.
487,Trendy Jeans 487,2,2,High-quality Shoes for everyday wear.
488,Trendy Dresses 488,6,16,High-quality Dresses for everyday wear.
489,Trendy T-Shirts 489,5,11,High-quality Jackets for everyday wear.
490,Elegant T-Shirts 490,3,6,High-quality T-Shirts for everyday wear.
491,Cool Shoes 491,5,12,High-quality Shoes for everyday wear.
492,Stylish Jackets 492,4,6,High-quality Shirts for everyday wear.
493,Trendy T-Shirts 493,4,1,High-quality Jeans for everyday wear.
494,Cool Dresses 494,6,13,High-quality T-Shirts for everyday wear.
495,Elegant Shirts 495,6,8,High-quality Jackets for everyday wear.
496,Classic Jeans 496,5,17,High-quality Dresses for everyday wear.
497,Elegant Dresses 497,8,17,High-quality Jeans for everyday wear.
498,Trendy Shoes 498,3,3,High-quality Jackets for everyday wear.
499,Elegant Jackets 499,3,9,High-quality Shirts for everyday wear.
500,Trendy Shoes 500,3,15,High-quality Shirts for everyday wear.
501,Stylish Dresses 501,4,1,High-quality Shirts for everyday wear.
502,Classic Dresses 502,2,16,High-quality Jackets for everyday wear.
503,Elegant Jackets 503,6,3,High-quality Jeans for everyday wear.
504,Elegant Shoes 504,3,10,High-quality Shirts for everyday wear.
505,Stylish Shoes 505,6,3,High-quality Shoes for everyday wear.
506,Classic T-Shirts 506,6,17,High-quality Jeans for everyday wear.
507,Elegant Jackets 507,1,11,High-quality Dresses for everyday wear.
508,Stylish Shoes 508,5,1,High-quality Shoes for everyday wear.
509,Classic Jeans 509,7,2,High-quality T-Shirts for everyday wear.
510,Elegant Shirts 510,3,11,High-quality Shoes for everyday wear.
511,Trendy Jackets 511,8,16,High-quality Shirts for everyday wear.
512,Cool Dresses 512,2,17,High-quality Jackets for everyday wear.
513,Elegant Shirts 513,7,7,High-quality Dresses for everyday wear.
514,Trendy Jackets 514,1,1,High-quality T-Shirts for everyday wear.
515,Cool Shirts 515,2,10,High-quality T-Shirts for everyday wear.
516,Classic Jackets 516,7,7,High-quality Dresses for everyday wear.
517,Stylish Shoes 517,2,6,High-quality Shoes for everyday wear.
518,Elegant Jeans 518,4,12,High-quality Jackets for everyday wear.
519,Stylish Shirts 519,3,13,High-quality Shoes for everyday wear.
520,Cool Shoes 520,5,12,High-quality Jeans for everyday wear.
521,Elegant Jackets 521,8,10,High-quality Shoes for everyday wear.
522,Classic Jeans 522,4,4,High-quality Jeans for everyday wear.
523,Stylish Jeans 523,6,9,High-quality Dresses for everyday wear.
524,Classic Jackets 524,7,16,High-quality Jeans for everyday wear.
525,Elegant Shoes 525,4,14,High-quality Shoes for everyday wear.
526,Cool Jackets 526,8,18,High-quality T-Shirts for everyday wear.
527,Trendy Dresses 527,1,18,High-quality Jeans for everyday wear.
528,Stylish Jeans 528,7,1,High-quality Jackets for everyday wear.
529,Trendy Dresses 529,6,8,High-quality Dresses for everyday wear.
530,Stylish Dresses 530,7,16,High-quality Shirts for everyday wear.
531,Cool T-Shirts 531,2,1,High-quality Jackets for everyday wear.
532,Classic Dresses 532,4,1,High-quality Shirts for everyday wear.
533,Elegant T-Shirts 533,2,11,High-quality Shirts for everyday wear.
534,Cool Shoes 534,3,10,High-quality Shirts for everyday wear.
535,Stylish Shoes 535,5,6,High-quality Dresses for everyday wear.
536,Cool T-Shirts 536,4,11,High-quality T-Shirts for everyday wear.
537,Cool Jackets 537,3,4,High-quality Jeans for everyday wear.
538,Trendy Jeans 538,6,4,High-quality Jackets for everyday wear.
539,Classic Shirts 539,8,9,High-quality Jeans for everyday wear.
540,Classic Jeans 540,3,16,High-quality T-Shirts for everyday wear.
541,Elegant Jackets 541,8,1,High-quality Shoes for everyday wear.
542,Stylish Shoes 542,7,16,High-quality Shoes for everyday wear.
543,Trendy Shirts 543,8,4,High-quality Jeans for everyday wear.
544,Elegant Shoes 544,8,12,High-quality Shirts for everyday wear.
545,Stylish T-Shirts 545,2,9,High-quality Shirts for everyday wear.
546,Classic Jackets 546,8,1,High-quality Dresses for everyday wear.
547,Stylish Dresses 547,3,10,High-quality Jeans for everyday wear.
548,Classic T-Shirts 548,3,4,High-quality Dresses for everyday wear.
549,Cool Shirts 549,1,3,High-quality Dresses for everyday wear.
550,Classic Jeans 550,5,11,High-quality Jackets for everyday wear.
551,Trendy Jeans 551,8,12,High-quality T-Shirts for everyday wear.
552,Cool Shirts 552,6,17,High-quality Shoes for everyday wear.
553,Stylish Shoes 553,3,9,High-quality Jeans for everyday wear.
554,Classic Shoes 554,1,9,High-quality Shirts for everyday wear.
555,Cool Shirts 555,1,3,High-quality Jeans for everyday wear.
556,Classic Jeans 556,2,11,High-quality Shirts for everyday wear.
557,Elegant Dresses 557,1,13,High-quality Jeans for everyday wear.
558,Stylish Jackets 558,8,11,High-quality Shoes for everyday wear.
559,Elegant T-Shirts 559,4,4,High-quality Shirts for everyday wear.
560,Stylish Shirts 560,5,7,High-quality Dresses for everyday wear.
561,Cool Jeans 561,7,12,High-quality Jackets for everyday wear.
562,Stylish Shirts 562,3,11,High-quality Dresses for everyday wear.
563,Cool Jackets 563,2,6,High-quality Jeans for everyday wear.
564,Trendy Shoes 564,8,12,High-quality Shoes for everyday wear.
565,Trendy Shoes 565,6,13,High-quality Jeans for everyday wear.
566,Trendy Dresses 566,2,15,High-quality Jeans for everyday wear.
567,Cool Jeans 567,5,7,High-quality Jackets for everyday wear.
568,Stylish Dresses 568,2,11,High-quality Dresses for everyday wear.
569,Elegant Shirts 569,1,4,High-quality Shirts for everyday wear.
570,Stylish Dresses 570,1,9,High-quality Shoes for everyday wear.
571,Classic Dresses 571,3,14,High-quality Jeans for everyday wear.
572,Trendy T-Shirts 572,1,14,High-quality Jeans for everyday wear.
573,Elegant T-Shirts 573,3,9,High-quality Shirts for everyday wear.
574,Stylish Jeans 574,3,1,High-quality Shirts for everyday wear.
575,Stylish Jackets 575,8,9,High-quality T-Shirts for everyday wear.
576,Cool Shoes 576,4,5,High-quality Jackets for everyday wear.
577,Elegant Shirts 577,4,6,High-quality Jeans for everyday wear.
578,Trendy Dresses 578,7,2,High-quality T-Shirts for everyday wear.
579,Cool Dresses 579,7,1,High-quality T-Shirts for everyday wear.
580,Trendy T-Shirts 580,8,7,High-quality Dresses for everyday wear.
581,Elegant Jeans 581,2,11,High-quality Dresses for everyday wear.
582,Cool Jackets 582,7,4,High-quality Jackets for everyday wear.
583,Trendy Shoes 583,4,7,High-quality T-Shirts for everyday wear.
584,Classic Shoes 584,6,12,High-quality Jeans for everyday wear.
585,Stylish Dresses 585,6,1,High-quality Jackets for everyday wear.
586,Stylish Dresses 586,1,15,High-quality Shoes for everyday wear.
587,Stylish Jackets 587,6,18,High-quality T-Shirts for everyday wear.
588,Elegant Jeans 588,4,14,High-quality Jeans for everyday wear.
589,Stylish Jeans 589,5,3,High-quality Jeans for everyday wear.
590,Trendy Shoes 590,7,3,High-quality Jeans for everyday wear.
591,Stylish Shoes 591,6,7,High-quality Dresses for everyday wear.
592,Elegant Shirts 592,6,17,High-quality Jackets for everyday wear.
593,Stylish Jeans 593,2,6,High-quality Shirts for everyday wear.
594,Cool Dresses 594,6,12,High-quality T-Shirts for everyday wear.
595,Trendy Shoes 595,2,3,High-quality Shoes for everyday wear.
596,Trendy Jackets 596,7,13,High-quality Dresses for everyday wear.
597,Stylish Jackets 597,8,8,High-quality Dresses for everyday wear.
598,Trendy Shirts 598,1,13,High-quality T-Shirts for everyday wear.
599,Stylish T-Shirts 599,8,9,High-quality Dresses for everyday wear.
600,Classic T-Shirts 600,2,12,High-quality Jeans for everyday wear.
601,Elegant Jeans 601,2,10,High-quality Jackets for everyday wear.
602,Stylish Shirts 602,4,5,High-quality Shoes for everyday wear.
603,Elegant T-Shirts 603,8,1,High-quality Dresses for everyday wear.
604,Trendy T-Shirts 604,4,11,High-quality Jeans for everyday wear.
605,Elegant Jeans 605,1,4,High-quality Jeans for everyday wear.
606,Classic Shoes 606,8,12,High-quality T-Shirts for everyday wear.
607,Classic Shirts 607,4,3,High-quality Shoes for everyday wear.
608,Trendy Shoes 608,3,9,High-quality T-Shirts for everyday wear.
609,Elegant Jeans 609,4,7,High-quality Shoes for everyday wear.
610,Classic T-Shirts 610,6,18,High-quality T-Shirts for everyday wear.
611,Classic T-Shirts 611,1,3,High-quality Shoes for everyday wear.
612,Stylish Jackets 612,1,1,High-quality Jeans for everyday wear.
613,Cool Shoes 613,4,15,High-quality Shoes for everyday wear.
614,Cool Jeans 614,3,16,High-quality Shirts for everyday wear.
615,Classic Shoes 615,5,14,High-quality Shoes for everyday wear.
616,Stylish Shoes 616,6,13,High-quality T-Shirts for everyday wear.
617,Cool Shoes 617,3,6,High-quality Shirts for everyday wear.
618,Elegant Jackets 618,4,6,High-quality Dresses for everyday wear.
619,Elegant T-Shirts 619,4,17,High-quality Shoes for everyday wear.
620,Trendy Jeans 620,4,3,High-quality Shirts for everyday wear.
621,Stylish T-Shirts 621,2,14,High-quality Dresses for everyday wear.
622,Classic T-Shirts 622,8,6,High-quality Jackets for everyday wear.
623,Classic T-Shirts 623,4,2,High-quality Dresses for everyday wear.
624,Elegant Jeans 624,6,17,High-quality Jackets for everyday wear.
625,Elegant Shoes 625,8,8,High-quality Jackets for everyday wear.
626,Elegant Dresses 626,7,13,High-quality Jackets for everyday wear.
627,Classic Dresses 627,5,14,High-quality Jackets for everyday wear.
628,Cool Jeans 628,4,15,High-quality Shoes for everyday wear.
629,Classic Shirts 629,1,15,High-quality Shoes for everyday wear.
630,Elegant Jeans 630,5,14,High-quality T-Shirts for everyday wear.
631,Stylish Jeans 631,4,7,High-quality Shoes for everyday wear.
632,Elegant Jackets 632,1,11,High-quality Shirts for everyday wear.
633,Elegant Shirts 633,2,7,High-quality Dresses for everyday wear.
634,Classic Shoes 634,7,17,High-quality Jeans for everyday wear.
635,Cool Jeans 635,5,10,High-quality Jeans for everyday wear.
636,Stylish Jeans 636,3,6,High-quality Dresses for everyday wear.
637,Stylish Shoes 637,8,17,High-quality Jackets for everyday wear.
638,Cool Jackets 638,1,5,High-quality Jeans for everyday wear.
639,Classic Jackets 639,2,5,High-quality T-Shirts for everyday wear.
640,Stylish Jackets 640,7,1,High-quality Dresses for everyday wear.
641,Trendy T-Shirts 641,8,12,High-quality Shirts for everyday wear.
642,Classic Jeans 642,2,8,High-quality Shoes for everyday wear.
643,Cool Shoes 643,1,17,High-quality Jeans for everyday wear.
644,Cool Jackets 644,2,10,High-quality T-Shirts for everyday wear.
645,Stylish T-Shirts 645,4,15,High-quality T-Shirts for everyday wear.
646,Stylish Dresses 646,1,1,High-quality Shoes for everyday wear.
647,Stylish Jackets 647,2,5,High-quality Dresses for everyday wear.
648,Classic Shirts 648,2,8,High-quality Shirts for everyday wear.
649,Cool Shoes 649,1,18,High-quality Jackets for everyday wear.
650,Stylish Shirts 650,3,17,High-quality Shirts for everyday wear.
651,Classic T-Shirts 651,3,1,High-quality Jeans for everyday wear.
652,Trendy Shirts 652,6,17,High-quality Shoes for everyday wear.
653,Cool T-Shirts 653,7,1,High-quality Dresses for everyday wear.
654,Elegant Jackets 654,3,8,High-quality Jackets for everyday wear.
655,Cool Dresses 655,4,11,High-quality Shirts for everyday wear.
656,Elegant T-Shirts 656,2,15,High-quality Dresses for everyday wear.
657,Classic Shoes 657,7,11,High-quality Dresses for everyday wear.
658,Trendy Jackets 658,7,12,High-quality T-Shirts for everyday wear.
659,Classic Jackets 659,2,8,High-quality Shoes for everyday wear.
660,Trendy Shoes 660,1,17,High-quality Shoes for everyday wear.
661,Cool Dresses 661,5,3,High-quality Jackets for everyday wear.
662,Classic Shirts 662,5,5,High-quality Jeans for everyday wear.
663,Trendy T-Shirts 663,4,10,High-quality Shoes for everyday wear.
664,Cool Dresses 664,6,2,High-quality Jeans for everyday wear.
665,Trendy Jackets 665,4,10,High-quality Shoes for everyday wear.
666,Trendy Shirts 666,3,9,High-quality Dresses for everyday wear.
667,Elegant Dresses 667,7,17,High-quality Shoes for everyday wear.
668,Elegant Shoes 668,3,15,High-quality Jeans for everyday wear.
669,Stylish T-Shirts 669,8,8,High-quality Jeans for everyday wear.
670,Elegant T-Shirts 670,7,2,High-quality Shoes for everyday wear.
671,Stylish Jackets 671,3,11,High-quality Jeans for everyday wear.
672,Classic Shirts 672,1,4,High-quality Jackets for everyday wear.
673,Stylish Shoes 673,5,10,High-quality T-Shirts for everyday wear.
674,Stylish T-Shirts 674,8,6,High-quality Shirts for everyday wear.
675,Cool Shirts 675,2,9,High-quality Jackets for everyday wear.
676,Trendy T-Shirts 676,5,2,High-quality Dresses for everyday wear.
677,Trendy Jeans 677,7,2,High-quality Shoes for everyday wear.
678,Classic Dresses 678,4,8,High-quality Shoes for everyday wear.
679,Trendy Jeans 679,3,4,High-quality T-Shirts for everyday wear.
680,Elegant Dresses 680,7,8,High-quality Dresses for everyday wear.
681,Elegant T-Shirts 681,1,10,High-quality Dresses for everyday wear.
682,Classic Dresses 682,5,5,High-quality Jackets for everyday wear.
